标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
框架结构 高层无遮挡精装两房 江南西地铁站E出口150米,145,25390,海珠,2室2厅1卫,57.11㎡,平层,板楼,高楼层(共8层),暂无数据,50.7㎡,南,钢混结构,其他,,,楼栋距离江南西地铁站150米~、江南大道中公交站100米~、500米内有中国银行、工商银行、建设银行~、肉菜市场、奥特莱斯特卖店等~、距离江南西地下商城、名店城、富力海珠城约1公里~、配套完善便利,距离江南西地铁E出口150米~、江南大道中公交站100米、基立下道站500米~、距离南田路内环500米
附加同面积使用权 江南西路地铁口200米,520,55866,海珠,3室2厅1卫,93.08㎡,平层,塔楼,高楼层(共21层),暂无数据,暂无,西南,钢混结构,简装,,有,此房濒临晓港公园~、它是海珠区天然氧吧。穗花二巷1号有专业健身房~、适合下班过后的身体锻炼。隔条马路就是富力海珠城和江南西路~、购物吃饭十分方便~、是娱乐好去处。,离江南西地铁C出口300米~、可坐2号线到广州南北区域~、坐一站到昌岗地铁站可转8号线。有多个公交站~、包括南村站~、江南西路站~、华海大厦站等~、可通往广州各大区域~、交通便利。
聚德花园 东区 中间楼层  东南向厅出阳台,150,25279,海珠,2室1厅1卫,59.34㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,,
市二宫商圈条形砖外墙业主花重金重新装修现寻有缘人,175,34067,海珠,2室1厅1卫,51.37㎡,平层,塔楼,中楼层(共10层),暂无数据,暂无,东,钢混结构,其他,,,近市二宫地铁交通便利上下班方便适合刚需年轻人人群体配套齐全,医院：红十字会医院、海珠中医院、广州医学院第二附属医院、广东省口腔医院；商场：丸国广场、盒马鲜生~、同乐汇~、若比邻；银行：中国工商银行、中国农业银行、中国建设银行、中国银行、光大银行、中国邮政；
电梯高层南北对流两房近江边~、装修保养好有钥匙方便看,220,41628,海珠,2室1厅1卫,52.85㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,有,,小区楼下有公交车站~、新珠江酒店站有机场快线10号线、机场快线10号线夜班~、中大北门站：8路、11路、24路、121A路、121路、131B路、182路、229路~、800米有8号地铁鹭江站~、交通四通八达~、与珠江新城一桥之隔。小区1000米是8号地铁鹭江站~、110米是10号地铁
银珠苑方正户型~、户型方正采光fc好,300,32830,海珠,2室1厅1卫,91.38㎡,平层,塔楼,中楼层(共17层),暂无数据,73.52㎡,北,钢混结构,其他,,有,,有864、967、968通往海珠区、越秀区、白云区都很方便今年地铁10号线滨江东~、往来越秀等广州各区都很方便
大江苑南贤大街 2室1厅 东南,155,33969,海珠,2室1厅1卫,45.63㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,东南,钢混结构,精装,,,,
宝岗大道、慎德里社区、精致一房改两房,118,27746,海珠,2室1厅1卫,42.53㎡,平层,塔楼,中楼层(共7层),暂无数据,35.84㎡,南,钢混结构,简装,,,,
大厅33平方 厅出阳台 全明三房南北对流有诚意出,228,26028,海珠,3室1厅1卫,87.6㎡,平层,塔楼,高楼层(共9层),暂无数据,71.92㎡,北,钢混结构,其他,,,,小区门口500米公交车站：53号、91号、121号、244号、244A号、226号、250号、270号、273号、285号、527号、530号、811号公交车步行1000米到凤凰新村地铁站
市二宫地铁 原装电梯 证过五年,260,25845,海珠,3室1厅1卫,100.6㎡,平层,塔楼,低楼层(共28层),暂无数据,暂无,东北,钢混结构,其他,,有,富基广场~、苏宁易购~、屈臣氏~、广州银行~、餐饮等~、生活便利！交通:交通出行~、市二宫地铁口200米~、小区外有公交车站~、多条公交线路经过~、出行方便！如有兴趣可随时带您看房~、或点击头像为您提供更多房源~、欢迎联系,通出行：公交站：楼下就是江南大道中公交车站（13路~、14路~、180路~、186路~、190路~、253路~、25路~、29路~、544路...）地铁：市二宫E出口200米
中山南院宿舍楼 户型方正实用 电梯两房,236,35921,海珠,2室2厅1卫,65.7㎡,平层,塔楼,高楼层(共13层),暂无数据,暂无,西,钢混结构,简装,,有,小区配套有中山大学附属第二医院南院、紫荆医院~、工商银行、农业银行、中国银行、建设银行、民生银行、交通银行~、好又多、华润~、晓港湾肉菜市场,2号线东晓南站、南洲站；广佛线石溪站公交：273路、263路、35路、70路、75路、239路、276路、780路、882路、546路、466路、278路等
楼层好~、视野景观都不错的~、楼龄也新~、15年的房子,238,37528,海珠,2室1厅1卫,63.42㎡,平层,塔楼,高楼层(共23层),暂无数据,47.63㎡,东南,钢混结构,其他,,有,,
近地铁 户型实用 采光通风好 难得有货,380,33044,海珠,3室2厅2卫,115㎡,平层,塔楼,高楼层(共22层),暂无数据,暂无,西北,钢混结构,简装,,有,医院就在隔壁紧急时刻不用担心堵车沃尔玛400米生活购物不用出远门~、菜市场300米~、生活便利。,公交车：南洲路口站、英豪花园总站、海珠客运站、晓港湾站、南洲名苑(瑞宝花园)站、南洲花园站、南洲北路站、海珠客运站总站。途径线路包括551路、836路、35路、882路、70路、86路、202路、180路、夜4路、13路。地铁：地铁二号线东晓南站广佛线南洲站
中海名都花园  正规两房 户型方正 可望江 视野开阔,500,60111,海珠,2室1厅1卫,83.18㎡,平层,塔楼,中楼层(共38层),暂无数据,65.91㎡,东北,钢混结构,其他,,有,,交通出行：最近地铁2号线市二宫站~、楼下就是公交车站江湾桥南站~、开车可
原装电梯带主套三房 东南向 同福西B出口旁,300,35395,海珠,3室2厅2卫,84.76㎡,平层,塔楼,中楼层(共32层),暂无数据,69.68㎡,东南,钢混结构,简装,,有,,8号线同福西站可以连接2号3号18号广佛线B出口旁边楼下洪德路公交车站很多路公交线路
昌岗地铁 框架全明三房 方正实用 通风对流 有电梯位,199,24081,海珠,,,,,,,,,,,,,,
半岛三期高层东南向单边位~、无遮挡一览无余~、一手毛坯,938,76106,海珠,3室2厅2卫,123.25㎡,平层,塔楼,高楼层(共42层),暂无数据,100.45㎡,东南,钢混结构,毛坯,,有,,
赤岗地铁口~、精装电梯八楼~、满五唯一,338,46378,海珠,3室2厅1卫,72.88㎡,平层,塔楼,高楼层(共9层),暂无数据,65.72㎡,东南,钢混结构,精装,,有,商场：好又多市、宏城市、新港中货医院：广东省第二人民医院~、中西医结合医院~、177医院、纺织医院、海员医院银行：邮政银行、工商银行饮食：必胜客、七里湘其它：赤岗邮局在建设海珠区大型综合体合生国际广场。,小区出门50米处有公交站赤岗站2途经线路包括14、37、93、131A、131B、189、206、252、262、264A、270大学城3线夜29和夜37距离地铁400米左右地铁8号线赤岗站建设中地铁12号线赤岗站
加装电梯平层~、生活便利 近地铁 户型方正,210,29565,海珠,3室1厅1卫,71.03㎡,平层,塔楼,中楼层(共9层),暂无数据,64.18㎡,东,钢混结构,其他,,有,3公里配套离地铁站150米左右一公里内有广医二院珠江医院骨科医院海珠区妇幼也不会太远距离晓港公园300米环境优美工商银行建设银行农业银行邮政储蓄银行一应俱全100米内有泰宁市场细岗市场生活配套成熟,楼下有晓港地铁站公交晓港中马路公交站晓港西马路公交站晓港新村站公交站九十七公交站地铁晓港站公交站东晓南路站公交站广州老年大学公交站
同福中~、首层物业~、复式三房~、格局方正~、生活便利,120,23256,海珠,2室1厅1卫,51.6㎡,平层,板楼,低楼层(共4层),暂无数据,暂无,北,钢混结构,其他,,,房子位于同福中步行同福西地铁站400米穿过人民桥即可到沙面公园广州文化公园南方大厦十三行上下九步行街商圈~、600米内有洲头咀公园福龙东菜市场工商银行红十字会医院等,八号线同福西地铁站400米~、400米内洪德路车站和同福西车站多条公交车线能让你方便到达广州各区
江南西商圈怡雅苑三期方正两房装修保养好安静宜居,260,40913,海珠,2室2厅1卫,63.55㎡,平层,塔楼,低楼层(共29层),暂无数据,49.77㎡,东北,钢混结构,简装,,有,小区内部配套泳池、网球场、幼儿园、市场、公交车站~、医院：海珠区妇幼保健院、爱心动物医院(宝岗大道)、广州中医药大学附属骨伤科医院、海珠区肺结核病防治所、5722健康咨询服务部,门口多条公交车线路总站（50~、112~、113~、114等）~、走出去南田路边300米距离~、公交总站直达广州五大区板块~、八号线凤凰新村站
区政府大院低层  环境整洁舒适 安静不吵 滨江500米,170,29581,海珠,2室2厅1卫,57.47㎡,平层,板塔结合,低楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,,过海印桥对岸就是越秀东湖~、大型肉菜市场~、健身俱乐部~、少年补习班一应俱全~、公交站有多条线路站台出行方便,步行500米到江湾桥南公交站~、有91；11；220；112等公交。1300米到2号线江南西地铁口或市二宫地铁口
敦和路 低层一房 户型方正 近地铁,127,28079,海珠,1室1厅1卫,45.23㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,西,钢混结构,其他,,,小区旁边有多家商诚~、大家乐chao市~、华润家~、沃尔玛大市~、购物方便；有江南医院~、新海医院~、医疗方便；小区旁边有肉菜市场~、银行~、配套设施齐,距离3号线鹭江地铁1000米~、小区门口有村巴直达鹭江地铁~、小区旁边就有敦和公交站~、出行方便
一线临江小区 东南视野宽阔 采光充足 配套设施齐全,488,61843,海珠,3室1厅1卫,78.91㎡,平层,塔楼,低楼层(共46层),暂无数据,暂无,东南,钢混结构,精装,,有,商场苏宁电器中电数码城下渡路市场国宁购物广场国美电器医院广东药学新海医院广东省荣军医院银行民生银行上海浦东发展银行中国工商银行中国银行中国建设银行中国农业银行麦当劳,公交车：珠江泳场站、珠江泳场(总站)~、途经线路包括11路、121A、121路、131A、131B、182路、229路、247路、24路、8路、夜42路、266路、36路、548路、双层旅游观光巴士（至黄埔古村）
童福中路50方天台童福依小满五年精装修全明屋,114,32387,海珠,1室1厅1卫,35.2㎡,平层,板楼,低楼层(共2层),暂无数据,暂无,南,混合结构,其他,,,,出行方便~、近地铁8号线、2号线~、多条公交线路、旁边堑口公交站~、配套完善
童福中路50方天台童福依小满五年精装修全明屋,116,26121,海珠,1室1厅1卫,44.41㎡,平层,板楼,低楼层(共1层),暂无数据,44.41㎡,南,钢混结构,其他,,,,出行方便~、近地铁8号线、2号线~、多条公交线路、旁边堑口公交站~、配套完善
东向单边位~、户型方正实用~、全明户型~、小区配套成熟,168,27124,海珠,3室1厅1卫,61.94㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,东,钢混结构,精装,,,银行：建设银行~、农业银行~、工商银行~、浦发银行~、中国银行；医院：孙逸仙纪念医院南院（三甲）~、广州医科大学口腔医院；购物：华润~、新都荟商场~、盈熙广场~、沃尔玛~、盒马生鲜餐饮：胜汇里美食城~、天宝酒家~、江南菜馆~、麦当劳肯德基,双地铁：2号线东晓南站(10号线在建中~、预计2024年底投入使用）~、南洲站：广佛线石溪站公交：273路~、263路~、35路~、70路~、75路~、239路~、276路~、780路~、882路~、546路~、466路~、278路等。
滨江东大院环境~、中大旁~、珠江边~、低门槛上车户型。,85,37930,海珠,1室0厅1卫,22.41㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,商场：滨江宏岸商场~、新凤凰市场~、怡乐路市场。银行：工商银行~、农业银行~、中国银行~、建设银行。饮食：旺金鸽~、炳胜~、金满城酒家~、肯德基,小区门口就是中大北门西公交车站~、10号地铁站滨江东路站（在建）离小区350米~、出行方便~、小区可以直达珠江边。
中海锦榕湾带车位  证过五年唯一 安静舒适 保养新净,1438,83489,海珠,4室2厅2卫,172.24㎡,平层,塔楼,低楼层(共32层),暂无数据,139.86㎡,东南,钢混结构,精装,,有,出小区东门就有大型综合商场乐峰广场、金沙路口有盒马鲜生、还有榕景菜市场和沙园肉菜市场。珠江医院不到2公里、衣食住行样样齐、小区里面还有国标的游泳池。,地铁：8号线沙园地铁站~、广佛1号线沙园站243路;489路;963路;967路;995路.10路.9路.521路.79路.75路.B21路.16路地铁：
宝岗大道富力金禧花园楼龄新视野开阔2房过五唯一,410,48173,海珠,2室1厅1卫,85.11㎡,平层,塔楼,低楼层(共40层),暂无数据,68.6㎡,西北,钢混结构,精装,,有,,公共交通近2号线市二宫地铁站~、8号线同福西地铁站~、楼下就有公交站~、老城区配套交通很成熟
晓港东一马路 视野好户型方正采光通风充足交通便利,138,24736,海珠,2室1厅1卫,55.79㎡,平层,塔楼,中楼层(共9层),暂无数据,50㎡,东南,钢混结构,简装,,,社区环境优美~、安静不吵~、出入方便配套成熟~、交通方便~、有多条线路通广州其他区域,距离晓港中大双地铁700米~、小区出去300米就有公交车站~、交通很便利。
