环市东商圈 青龙坊精装大两房南向采光视野好,275,49064,越秀,2室1厅1卫,56.05㎡,平层,暂无数据,高楼层(共7层),暂无数据,暂无,南北,钢混结构,简装,,,有花园酒店~、白云宾馆。广州银行~、交通银行~、工商银行~、建设银行~、农业银行~、民生银行~、招商银行。广东省第二中医院。黄花岗公园~、麓湖公园。沃尔玛~、星巴克~、绿茵阁~、友谊商店~、丽柏广场。,地铁有淘金地铁站~、小北地铁站~、淘金地铁站距离大概400米左右~、有花园酒店攻坚战~、白云宾馆公交站~、电视台公交站等。出行很方便
淘金家园C区2020年专梯专户拎包入住3+1房全景广州CBD,983,100389,越秀,4室2厅1卫,97.92㎡,平层,塔楼,高楼层(共30层),暂无数据,暂无,东南北,钢混结构,精装,,有,淘金家园地处越秀区淘金东路~、小区北望白云山~、南邻黄花岗公园、麓湖公园。邻友谊商店、新大新购物广场~、距离黄花岗地铁站B出口800米~、淘金地铁站B出口1000米~、恒福路有恒福路公交车总站~、黄花岗地铁口有16路、28路、100路等多条公交线路~、直通广州各区域,
东南北单边2018年精装修好盘,268,51253,越秀,2室1厅1卫,52.29㎡,平层,板楼,高楼层(共5层),暂无数据,47.24㎡,东南北,混合结构,精装,,,好又多银行工商银行交通银行中国银行建设银行农业银行署前路邮局医院中山一院广东省人民医院广东药学院附属医院,公交：54路、56路、62路、185路、189路、204路、261路、283路、284路、293路、305路、517路、518路、542路、550路地铁一、五号线杨箕站
业主急急！天字码头 北京路 次新房 二房 近地铁口,217,38771,越秀,2室1厅1卫,55.97㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,东,钢混结构,其他,,,北京路天河城天字码头江边新大新北京路步行街中华广场越秀区长堤医院广医一院中山二院省中医省人民医院邮局中国邮政银行工商银行农业银行中国银行建设银行广发银行其他中山图书馆广州少儿图书馆,交通出行:地铁:6号线北京路地铁A出口~、1号线海珠广F出口;公交站:珠光路~、北京南路站约200米公交车站
小北路 2室1厅 南,278,58404,越秀,2室1厅2卫,47.6㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,,
湖滨苑  电梯三房两卫  采光通风好   看房方便,650,54632,越秀,3室2厅2卫,118.98㎡,平层,塔楼,中楼层(共17层),暂无数据,103.57㎡,东北,钢混结构,其他,,有,,
原装电梯~、高层东南朝向~、实用两房,438,64746,越秀,2室2厅1卫,67.65㎡,平层,塔楼,高楼层(共22层),暂无数据,暂无,东,钢混结构,精装,,有,越秀公园~、纪念堂~、四大银行~、竹溪家宴~、北园酒家~、都城快餐~、麦当劳~、盒马~、各种便利店,：2号纪念堂500米及5号小北地铁站800米~、应元路公交站小北花圈公交站50米~、四通八达~、出行方便
高品质近地铁站次新原装电梯阳光好房,175,56216,越秀,1室0厅1卫,31.13㎡,平层,塔楼,高楼层(共19层),暂无数据,24.49㎡,西南,钢混结构,精装,,有,,交通出行：200米出口就是广州市动物园~、300米黄花岗地铁站~、小区100米永福路公交车站去白云天河都是很方便。
位于白云一街~、双地铁。有电梯。,208,60695,越秀,1室1厅1卫,34.27㎡,平层,板楼,中楼层(共7层),暂无数据,暂无,北,框架结构,简装,,有,医疗：广东省人民医院~、中山大学附属医院~、广州市中山眼科医院~、广州医科大学附属医院；购物：中华广场~、流行前线~、北京路步行街~、银行：工商银行~、农业银行~、建设银行~、广州银行等,此房近东山口地铁站~、烈士陵园地铁站。省人民医院~、东川路~、东华西路~、烈士陵园公交车站~、16路;76路;211路;864路;夜4路~、16路;93路;112路;221路;864路;夜93路~、3路;106路;215路;215路长线;夜21路~、1路;76路;93路;102路;107路;108路;183路;211路;222路;243..
团一大地铁 电梯三房 南向阳台 条形砖外墙,400,45841,越秀,3室2厅1卫,87.26㎡,平层,塔楼,高楼层(共9层),暂无数据,78.84㎡,南,钢混结构,精装,,有,八旗二马路近北京路步行街、海珠广场、文德南公交站~、珠光路公交站~、珠光路菜市场~、近天字码头。,北京路步行街、二号六号海珠广场站、天字码头。望珠江~、沿江边散心~、缓解压力。交通出行有多种选择~、文德南公交站~、沿江路公交站
共和苑小区~、南北向框架结构~、看房方便~、诚意,248,42863,越秀,2室1厅1卫,57.86㎡,平层,塔楼,中楼层(共7层),暂无数据,51.36㎡,南,钢混结构,简装,,,华润、共和西市场~、ok便利店(东兴南路店)医院：中山附属医院、省人民医院邮局：中山一路邮政所、邮政局五羊邨支局、广州市邮政局五羊村邮局银行：广州银行、建设银行、中国邮政储蓄银行,
净慧路 2室1厅 南 北,90,22433,越秀,2室1厅1卫,40.12㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南北,钢混结构,精装,,,,
香江园 安静大院 封闭管理 南北向,680,61561,越秀,3室2厅1卫,110.46㎡,平层,塔楼,中楼层(共7层),暂无数据,98.11㎡,南北,钢混结构,其他,,,商场：东山广场、医院：中大附属肿瘤医院、中大广州达安临床检验邮局：区庄邮局、犀牛路邮政所银行：建设银行、工商银行、中国银行其他：黄花岗公园小区内部配套：停车场,公交：2路、54路、56路、62路、185路、189路、204路、261路、283路、284路、293路、305路、517路、518路、542路、550路地铁：5号线区庄站、5号线动物园站
东风西路 德坭小区 1楼 七字位采光 复式两房 拎包入住,86,35103,越秀,2室1厅1卫,24.5㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,,市少年宫及流花湖公园步行60米；一津肉菜市场、西华路肉菜市场。康王北路地下美食服装城~、西华路美食一条街；步行300米有市一、广医医院。楼下500米内工商银行、中国银行、建设银行、民生银行等。,
水均社区大院 南北对流 实用两房 采光好,280,53334,越秀,2室1厅1卫,52.5㎡,平层,板楼,高楼层(共6层),暂无数据,47.43㎡,南,钢混结构,其他,,,,公交梅花村站~、地铁1号线5号线双地铁杨箕站200米~、交通很便利。
北京路 低楼层 条形砖外墙 住家精装 +文德小,425,61099,越秀,2室1厅1卫,69.56㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,南北,钢混结构,其他,,,珠光市场天字码头、江边新大新、北京路步行街、中华广场。越秀区长堤医院广医一院中山二院省中医省人民医院邮局：中国邮政银行：工商银行、农业银行、中国银行、建设银行、广发银行。其他：中山图书馆~、广州少儿图书馆,交通出行：地铁：6号线团一大地铁、北京路地铁、1号线公园前地铁、农讲所地铁公交：珠光路总站
标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
低总jia~、框架可公积金~、东山口地铁边~、实用大三房~、靓,320,33603,越秀,3室2厅2卫,95.23㎡,平层,塔楼,高楼层(共8层),暂无数据,86.04㎡,南,钢混结构,简装,,,位于越秀区老城区~、最近的是东山口站c出口~、大概走300米就能到~、出门还是很方便的。最近的是东山锦轩~、离小区大概300米。小区有达三年标准的中山大学附属医院、中山大学附属肿瘤医院等等,东山口地铁一号线和六号线~、东山口电车总站~、出租车打车~、公交交通方便的~、共享单车哈罗美团也有投放
越秀区 云泉层 南向三房 电梯 大阳台 采光好 地铁站近,200,25961,越秀,3室1厅1卫,77.04㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,西南,钢混结构,简装,,,,
东山口 精装 电梯温馨三房 框架结构 西南向,348,51237,越秀,3室1厅1卫,67.92㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,西南,钢混结构,其他,,有,,交通出行很方便~、双号线1号线~、6号线东山口~、1号线烈士陵园。各路公交车
近地铁~、东向视野开阔~、电梯大两房带阳台~、实景看房,340,39930,越秀,2室1厅1卫,85.15㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,东,钢混结构,简装,,有,配套设施齐全~、完~、善东面有北京路商圈~、美容~、美发~、饮食~、娱乐~、运动~、一应俱全~、南面有省医医院~、五仙观广场~、甜水巷菜市场~、西面有儿童医院~、华润自选商场~、地铁站~、北面有市医院~、人民纪念堂~、人民公园,出入方便~、交通四通八达。100米可到西门口地铁站~、公交车站~、楼下有电召的士。绿色出行的共享自行车。双地铁站（西门口和公园前）
建设新村 建设二马路菜市场旁 低楼层小两房,165,38248,越秀,2室1厅1卫,43.14㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,,有花园酒店~、白云宾馆。广州银行~、交通银行~、工商银行~、建设银行~、农业银行~、民生银行~、招商银行。广东省第二中医院。黄花岗公园~、麓湖公园。沃尔玛~、星巴克~、绿茵阁~、友谊商店~、丽柏广场。,地铁有淘金地铁站~、小北地铁站~、淘金地铁站距离大概400米左右~、有花园酒店攻坚战~、白云宾馆公交站~、电视台公交站等。出行很方便
北京路加装电梯公式中精装装三房~、拎包入住~、东西对流,315,42799,越秀,3室1厅1卫,73.6㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,东南,钢混结构,精装,,,楼下100米有珠光市场及珠江边~、北京路步行街业近~、人民公园步行约1.6公里~、中山图书馆步行约803米~、北京路步行街约100米~、粤海仰忠汇步行约150米~、珠江边步行约232米,步行至珠光路公交总站约114米~、步行至福路公交车站约150米~、步行至北京南公交车站约150米~、步行至天字码头约250米~、步行至地铁6号线北京路站约100米~、步行至地铁站6号线团一大站约912米。
市公安局房改房~、电梯三房~、通风采光好。,380,57963,越秀,3室1厅1卫,65.56㎡,平层,塔楼,中楼层(共9层),暂无数据,58.2㎡,南,钢混结构,其他,,有,越秀公园~、麓湖公园~、新华书店~、保利时光里~、盒马生鲜~、育才幼儿园~、市一幼儿园,地铁5号线小北站~、小北公交站~、广东电视台公交站~、越秀公园公交站
小区管理 安静 原装电梯 三房带主套,450,47314,越秀,3室2厅2卫,95.11㎡,平层,塔楼,低楼层(共30层),暂无数据,暂无,东北,钢混结构,其他,,有,,
精装修~、厅出阳台~、采光通风好。,585,57659,越秀,3室2厅1卫,101.46㎡,平层,塔楼,低楼层(共25层),暂无数据,暂无,北,钢混结构,其他,,有,商场：华润商场菜市场：明月~、寺右~、东兴南邮局：五羊邮政银行：中国银行、建设银行、农业银行、工商银行医院：愈生医院、省中医院门诊部其他：麦当劳、肯德基,地铁：5号线五羊邨站~、杨箕站、1号线杨箕站~、3号线珠江新城站~、公交：182路、106路、129路、夜15路、夜27路、299路、37路、551路、63路、夜9路
铁一 原装电梯 户型方正 东南靓向 厅出阳台  全明屋,460,71932,越秀,2室1厅1卫,63.95㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南北,框架结构,简装,,有,华润(共和大街)、民润家谊市场、梨晶、ok便利店(东兴南路店)医院：中山附属医院、省人民医院邮局：中山一路邮政所、邮政局五羊邨支局、广州市邮政局五羊村邮局银行：广州银行、建设银行、中国邮政储蓄银行,【地铁】杨箕100米【公交】达道路（40路;44路;183路;222路;225路;811路;813路;高峰快线81路）456米【公交】梅花村（37路;63路;106路;107路;129路;243路;299路;502路;502路沙田班车;541路;548路;551路;813路;b5路;b5路快线
农讲所 原装电梯 一房一厅 24小时管理,235,48837,越秀,1室1厅1卫,48.12㎡,平层,塔楼,中楼层(共24层),暂无数据,41.3㎡,西南,钢混结构,简装,,有,,农讲所1号线地铁站~、仓边路公交车站~、中山四路公交车站~、公园前地铁站~、未来13号线仓边路地铁站。
新上房 铁一 厅出阳台南向 光线充足 大院管理,680,74269,越秀,3室1厅1卫,91.56㎡,平层,塔楼,中楼层(共9层),暂无数据,85.33㎡,南,钢混结构,简装,,,,此房距离杨箕地铁站f口（1号线和5号线）~、440米。梅花村公交站96米~、共和西菜市场75米~、铁一159米~、出行方便
淘金路 2室1厅 北,328,55945,越秀,2室1厅1卫,58.63㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,北,钢混结构,精装,,有,,
小区安静 南向大阳台 业主诚心出,238,34684,越秀,2室1厅1卫,68.62㎡,平层,塔楼,中楼层(共8层),暂无数据,58.92㎡,南,钢混结构,其他,,,便利店：嘉华士货8字连锁便利店龟岗店全家署前店711便利店NO.3148字连锁庙前店工行东山支行~、工行庙前直街支行~、工行署前路支行~、浦发银行ATM~、邮政储蓄银行署前路支行~、建行署前路支行等等医院：广东药学院,地铁六号线~、交通四通发达~、上内环不用等绿灯~、从这里上内环可以接驳高速~、无论过二沙岛~、去东风路~、黄埔大道~、都方便
